Date,Portfolio_Value,Daily_Return,Drawdown
2025-01-02,100000.0,0.0,0.0
2025-01-03,100000.0,0.0,0.0
2025-01-06,100000.0,0.0,0.0
2025-01-07,100000.0,0.0,0.0
2025-01-08,100000.0,0.0,0.0
2025-01-09,100000.0,0.0,0.0
2025-01-10,100000.0,0.0,0.0
2025-01-13,99990.99945,-9.00054999999702e-05,-9.00054999999702e-05
2025-01-14,99991.99945,1.0000900136017192e-05,-8.00054999999702e-05
2025-01-15,99991.79944999999,-2.000160023919209e-06,-8.200550000008661e-05
2025-01-16,99987.19945,-4.600377256228355e-05,-0.0001280054999999993
2025-01-17,99981.09945,-6.1007809335196064e-05,-0.0001890055000000575
2025-01-20,99980.81749999999,-2.8200330017889636e-06,-0.00019182500000009895
2025-01-21,99978.61725,-2.2006721439284214e-05,-0.00021382750000004306
2025-01-22,99999.81889999998,0.00021206184465396923,-1.8110000001615846e-06
2025-01-23,100025.30979999999,0.0002549094616410784,0.0
2025-01-24,100034.59209999998,9.279951262886932e-05,0.0
2025-01-27,99973.52199999998,-0.0006104898187513796,-0.0006104898187513796
2025-01-28,99947.11404999999,-0.00026414944148905184,-0.0008744779996957736
2025-01-29,100008.76044999997,0.0006167901953541525,-0.00025822717379788627
2025-01-30,99980.84799999998,-0.00027910004957959565,-0.0005372551521604721
2025-01-31,100006.639,0.0002579594043852478,-0.0002794343377942785
2025-02-01,99935.3271,-0.0007130716591725536,-0.0009923067402599513
2025-02-03,100031.8223,0.0009655764663025238,-2.7688421993175934e-05
2025-02-04,100063.3087,0.00031476383490810724,0.0
2025-02-05,100074.04245,0.00010726958901769174,0.0
2025-02-06,100085.62534999999,0.00011574330082429853,0.0
2025-02-07,100086.05739999999,4.316803721735186e-06,0.0
2025-02-10,100102.5394,0.0001646782821520514,0.0
2025-02-11,99999.37035,-0.001030633694393539,-0.001030633694393539
2025-02-12,99948.65735000001,-0.000507133193164039,-0.0015372442190011578
