Company,Algorithm,State_ID,Trend,RSI,Volatility,Position,Value,Best_Action
ADELc1_NS,Value Iteration,0,BULLISH,RSI_LOW,LOW_VOLATILITY,0,0.0,HOLD
ADELc1_NS,Value Iteration,1,BULLISH,RSI_LOW,LOW_VOLATILITY,1,0.0,HOLD
ADELc1_NS,Value Iteration,2,BULLISH,RSI_LOW,HIGH_VOLATILITY,0,0.0,HOLD
ADELc1_NS,Value Iteration,3,BULLISH,RSI_LOW,HIGH_VOLATILITY,1,0.0,HOLD
ADELc1_NS,Value Iteration,4,BULLISH,RSI_NORMAL,LOW_VOLATILITY,0,0.0003937374357529547,BUY
ADELc1_NS,Value Iteration,5,BULLISH,RSI_NORMAL,LOW_VOLATILITY,1,0.0004070856378796748,HOLD
ADELc1_NS,Value Iteration,6,BULLISH,RSI_NORMAL,HIGH_VOLATILITY,0,0.00041687526319767864,BUY
ADELc1_NS,Value Iteration,7,BULLISH,RSI_NORMAL,HIGH_VOLATILITY,1,0.00043939112302204125,BUY
ADELc1_NS,Value Iteration,8,BULLISH,RSI_HIGH,LOW_VOLATILITY,0,0.0007566464227829188,BUY
ADELc1_NS,Value Iteration,9,BULLISH,RSI_HIGH,LOW_VOLATILITY,1,0.0008224665534495809,BUY
ADELc1_NS,Value Iteration,10,BULLISH,RSI_HIGH,HIGH_VOLATILITY,0,0.00043088880392082454,BUY
ADELc1_NS,Value Iteration,11,BULLISH,RSI_HIGH,HIGH_VOLATILITY,1,0.00044184779846373625,BUY
ADELc1_NS,Value Iteration,12,BEARISH,RSI_LOW,LOW_VOLATILITY,0,0.0002446348784757628,HOLD
ADELc1_NS,Value Iteration,13,BEARISH,RSI_LOW,LOW_VOLATILITY,1,0.00023366636270705376,SELL
ADELc1_NS,Value Iteration,14,BEARISH,RSI_LOW,HIGH_VOLATILITY,0,0.00023712299933768285,HOLD
ADELc1_NS,Value Iteration,15,BEARISH,RSI_LOW,HIGH_VOLATILITY,1,0.00023158989971382174,SELL
ADELc1_NS,Value Iteration,16,BEARISH,RSI_NORMAL,LOW_VOLATILITY,0,0.0002792680704868485,HOLD
ADELc1_NS,Value Iteration,17,BEARISH,RSI_NORMAL,LOW_VOLATILITY,1,0.0002638487703583095,SELL
ADELc1_NS,Value Iteration,18,BEARISH,RSI_NORMAL,HIGH_VOLATILITY,0,0.00028880755763242903,BUY
ADELc1_NS,Value Iteration,19,BEARISH,RSI_NORMAL,HIGH_VOLATILITY,1,0.00029568323066816765,HOLD
ADELc1_NS,Value Iteration,20,BEARISH,RSI_HIGH,LOW_VOLATILITY,0,0.0,HOLD
ADELc1_NS,Value Iteration,21,BEARISH,RSI_HIGH,LOW_VOLATILITY,1,0.0,HOLD
ADELc1_NS,Value Iteration,22,BEARISH,RSI_HIGH,HIGH_VOLATILITY,0,0.0006338883979980813,BUY
ADELc1_NS,Value Iteration,23,BEARISH,RSI_HIGH,HIGH_VOLATILITY,1,0.0008618994836618032,BUY
ADELc1_NS,Value Iteration,24,NEUTRAL,RSI_LOW,LOW_VOLATILITY,0,0.0,HOLD
ADELc1_NS,Value Iteration,25,NEUTRAL,RSI_LOW,LOW_VOLATILITY,1,0.0,HOLD
ADELc1_NS,Value Iteration,26,NEUTRAL,RSI_LOW,HIGH_VOLATILITY,0,0.0,HOLD
ADELc1_NS,Value Iteration,27,NEUTRAL,RSI_LOW,HIGH_VOLATILITY,1,0.0,HOLD
ADELc1_NS,Value Iteration,28,NEUTRAL,RSI_NORMAL,LOW_VOLATILITY,0,0.0,HOLD
ADELc1_NS,Value Iteration,29,NEUTRAL,RSI_NORMAL,LOW_VOLATILITY,1,0.0,HOLD
ADELc1_NS,Value Iteration,30,NEUTRAL,RSI_NORMAL,HIGH_VOLATILITY,0,0.00028215465495838533,BUY
ADELc1_NS,Value Iteration,31,NEUTRAL,RSI_NORMAL,HIGH_VOLATILITY,1,0.00028515465921894346,BUY
ADELc1_NS,Value Iteration,32,NEUTRAL,RSI_HIGH,LOW_VOLATILITY,0,0.0,HOLD
ADELc1_NS,Value Iteration,33,NEUTRAL,RSI_HIGH,LOW_VOLATILITY,1,0.0,HOLD
ADELc1_NS,Value Iteration,34,NEUTRAL,RSI_HIGH,HIGH_VOLATILITY,0,0.0,HOLD
ADELc1_NS,Value Iteration,35,NEUTRAL,RSI_HIGH,HIGH_VOLATILITY,1,0.0,HOLD
