Company,Algorithm,State_ID,Trend,RSI,Volatility,Position,Q_HOLD,Q_BUY,Q_SELL,Best_Action
APLH,Monte Carlo,0,BULLISH,RSI_LOW,LOW_VOLATILITY,0,0.0,0.0,0.0,HOLD
APLH,Monte Carlo,1,BULLISH,RSI_LOW,LOW_VOLATILITY,1,0.0,0.0,0.0,HOLD
APLH,Monte Carlo,2,BULLISH,RSI_LOW,HIGH_VOLATILITY,0,0.0,0.0,0.0,HOLD
APLH,Monte Carlo,3,BULLISH,RSI_LOW,HIGH_VOLATILITY,1,0.0,0.0,0.0,HOLD
APLH,Monte Carlo,4,BULLISH,RSI_NORMAL,LOW_VOLATILITY,0,-0.0026986940871779035,-0.0012920221862149123,-0.003602641651071356,BUY
APLH,Monte Carlo,5,BULLISH,RSI_NORMAL,LOW_VOLATILITY,1,-4.115639008758327e-05,-7.860330802443336e-05,-0.00024120333347506893,HOLD
APLH,Monte Carlo,6,BULLISH,RSI_NORMAL,HIGH_VOLATILITY,0,-0.0012026240946343238,-3.0502688290964012e-05,-0.0025126572057786577,BUY
APLH,Monte Carlo,7,BULLISH,RSI_NORMAL,HIGH_VOLATILITY,1,0.00037168156476578666,0.0004159664159370319,0.00019489917326014208,BUY
APLH,Monte Carlo,8,BULLISH,RSI_HIGH,LOW_VOLATILITY,0,-0.0025535270733596347,-0.0020103647205817446,-0.0028827574931432664,BUY
APLH,Monte Carlo,9,BULLISH,RSI_HIGH,LOW_VOLATILITY,1,-0.0020753658335279966,-0.005559450860157854,-0.007773419683871,HOLD
APLH,Monte Carlo,10,BULLISH,RSI_HIGH,HIGH_VOLATILITY,0,-0.0012898743332923478,-0.0002516748251219483,-0.002523119602657645,BUY
APLH,Monte Carlo,11,BULLISH,RSI_HIGH,HIGH_VOLATILITY,1,-0.0017735407144530478,-0.003750729667855022,-0.0043288176626597565,HOLD
APLH,Monte Carlo,12,BEARISH,RSI_LOW,LOW_VOLATILITY,0,-0.0020707287542648394,-0.0004008201628567569,-0.002566083603247237,BUY
APLH,Monte Carlo,13,BEARISH,RSI_LOW,LOW_VOLATILITY,1,0.006679417709572294,0.01300115270850247,0.0073111275618300865,BUY
APLH,Monte Carlo,14,BEARISH,RSI_LOW,HIGH_VOLATILITY,0,-0.0009499224513594526,-0.0008909061995548543,-0.0012063931876257624,BUY
APLH,Monte Carlo,15,BEARISH,RSI_LOW,HIGH_VOLATILITY,1,0.008839150775885152,0.009345614887737544,0.00871298854966121,BUY
APLH,Monte Carlo,16,BEARISH,RSI_NORMAL,LOW_VOLATILITY,0,-0.002677211424080697,-0.0007569977123847523,-0.002723805723631444,BUY
APLH,Monte Carlo,17,BEARISH,RSI_NORMAL,LOW_VOLATILITY,1,0.01297576852507312,0.01410019064919444,0.010386174396043113,BUY
APLH,Monte Carlo,18,BEARISH,RSI_NORMAL,HIGH_VOLATILITY,0,-0.002286742042913727,-0.0006186485316416854,-0.002651395864934257,BUY
APLH,Monte Carlo,19,BEARISH,RSI_NORMAL,HIGH_VOLATILITY,1,-0.0018207749986447767,0.0008919921308147731,-0.003239983500767016,BUY
APLH,Monte Carlo,20,BEARISH,RSI_HIGH,LOW_VOLATILITY,0,0.0,0.0,0.0,HOLD
APLH,Monte Carlo,21,BEARISH,RSI_HIGH,LOW_VOLATILITY,1,0.0,0.0,0.0,HOLD
APLH,Monte Carlo,22,BEARISH,RSI_HIGH,HIGH_VOLATILITY,0,0.0,0.0,0.0,HOLD
APLH,Monte Carlo,23,BEARISH,RSI_HIGH,HIGH_VOLATILITY,1,0.0,0.0,0.0,HOLD
APLH,Monte Carlo,24,NEUTRAL,RSI_LOW,LOW_VOLATILITY,0,0.0,0.0,0.0,HOLD
APLH,Monte Carlo,25,NEUTRAL,RSI_LOW,LOW_VOLATILITY,1,0.0,0.0,0.0,HOLD
APLH,Monte Carlo,26,NEUTRAL,RSI_LOW,HIGH_VOLATILITY,0,0.0,0.0,0.0,HOLD
APLH,Monte Carlo,27,NEUTRAL,RSI_LOW,HIGH_VOLATILITY,1,0.0,0.0,0.0,HOLD
APLH,Monte Carlo,28,NEUTRAL,RSI_NORMAL,LOW_VOLATILITY,0,0.0,0.0,0.0,HOLD
APLH,Monte Carlo,29,NEUTRAL,RSI_NORMAL,LOW_VOLATILITY,1,0.0,0.0,0.0,HOLD
APLH,Monte Carlo,30,NEUTRAL,RSI_NORMAL,HIGH_VOLATILITY,0,0.0,0.0,0.0,HOLD
APLH,Monte Carlo,31,NEUTRAL,RSI_NORMAL,HIGH_VOLATILITY,1,0.0,0.0,0.0,HOLD
APLH,Monte Carlo,32,NEUTRAL,RSI_HIGH,LOW_VOLATILITY,0,0.0,0.0,0.0,HOLD
APLH,Monte Carlo,33,NEUTRAL,RSI_HIGH,LOW_VOLATILITY,1,0.0,0.0,0.0,HOLD
APLH,Monte Carlo,34,NEUTRAL,RSI_HIGH,HIGH_VOLATILITY,0,0.0,0.0,0.0,HOLD
APLH,Monte Carlo,35,NEUTRAL,RSI_HIGH,HIGH_VOLATILITY,1,0.0,0.0,0.0,HOLD
