Company,Algorithm,State_ID,Trend,RSI,Volatility,Position,Q_HOLD,Q_BUY,Q_SELL,Best_Action
HCLT,Monte Carlo,0,BULLISH,RSI_LOW,LOW_VOLATILITY,0,0.0,0.0,0.0,HOLD
HCLT,Monte Carlo,1,BULLISH,RSI_LOW,LOW_VOLATILITY,1,0.0,0.0,0.0,HOLD
HCLT,Monte Carlo,2,BULLISH,RSI_LOW,HIGH_VOLATILITY,0,0.0,0.0,0.0,HOLD
HCLT,Monte Carlo,3,BULLISH,RSI_LOW,HIGH_VOLATILITY,1,0.0,0.0,0.0,HOLD
HCLT,Monte Carlo,4,BULLISH,RSI_NORMAL,LOW_VOLATILITY,0,-0.0016626222412663648,-0.0014660004694622769,-0.002711571429179347,BUY
HCLT,Monte Carlo,5,BULLISH,RSI_NORMAL,LOW_VOLATILITY,1,-0.0023061502287449586,-0.002407948307621736,-0.0025249470251031683,HOLD
HCLT,Monte Carlo,6,BULLISH,RSI_NORMAL,HIGH_VOLATILITY,0,-0.0019112876565526356,-0.0014956172695886844,-0.0033890235601799993,BUY
HCLT,Monte Carlo,7,BULLISH,RSI_NORMAL,HIGH_VOLATILITY,1,-0.0008997886734100711,-0.000506018656932832,-0.0009686791536587671,BUY
HCLT,Monte Carlo,8,BULLISH,RSI_HIGH,LOW_VOLATILITY,0,-0.0021844546465466298,-0.001567648403696155,-0.0031616294694730945,BUY
HCLT,Monte Carlo,9,BULLISH,RSI_HIGH,LOW_VOLATILITY,1,-0.0028163102735357603,-0.002966395332282961,-0.0030138317442834485,HOLD
HCLT,Monte Carlo,10,BULLISH,RSI_HIGH,HIGH_VOLATILITY,0,-0.0013296708670799443,-0.0004296675235432756,-0.002366893969125538,BUY
HCLT,Monte Carlo,11,BULLISH,RSI_HIGH,HIGH_VOLATILITY,1,-0.0008191369445536113,-0.00040684171740287047,-0.0007775227395413508,BUY
HCLT,Monte Carlo,12,BEARISH,RSI_LOW,LOW_VOLATILITY,0,-0.00029819253877109113,-0.0011471625724100343,-0.001836742889946581,HOLD
HCLT,Monte Carlo,13,BEARISH,RSI_LOW,LOW_VOLATILITY,1,0.0052155893249917614,0.005285234313609291,0.005183763172317135,BUY
HCLT,Monte Carlo,14,BEARISH,RSI_LOW,HIGH_VOLATILITY,0,-0.0016892380192586726,-0.0011551251367054505,-0.002444904340938789,BUY
HCLT,Monte Carlo,15,BEARISH,RSI_LOW,HIGH_VOLATILITY,1,0.0005918700311361058,0.0007327553623902654,0.0005761047379771226,BUY
HCLT,Monte Carlo,16,BEARISH,RSI_NORMAL,LOW_VOLATILITY,0,-0.0014362141076071496,-0.0008639740320223355,-0.002396652974307177,BUY
HCLT,Monte Carlo,17,BEARISH,RSI_NORMAL,LOW_VOLATILITY,1,-0.0015252039264982043,-0.0014997449631734376,-0.0014573244107205488,SELL
HCLT,Monte Carlo,18,BEARISH,RSI_NORMAL,HIGH_VOLATILITY,0,-0.0018647729820053815,-0.0013669495292644132,-0.0026561308714885597,BUY
HCLT,Monte Carlo,19,BEARISH,RSI_NORMAL,HIGH_VOLATILITY,1,-0.0017918731016726903,-0.0017729873523032748,-0.0017701887144473678,SELL
HCLT,Monte Carlo,20,BEARISH,RSI_HIGH,LOW_VOLATILITY,0,0.0,0.0,0.0,HOLD
HCLT,Monte Carlo,21,BEARISH,RSI_HIGH,LOW_VOLATILITY,1,0.0,0.0,0.0,HOLD
HCLT,Monte Carlo,22,BEARISH,RSI_HIGH,HIGH_VOLATILITY,0,0.0,0.0,0.0,HOLD
HCLT,Monte Carlo,23,BEARISH,RSI_HIGH,HIGH_VOLATILITY,1,0.0,0.0,0.0,HOLD
HCLT,Monte Carlo,24,NEUTRAL,RSI_LOW,LOW_VOLATILITY,0,0.0,0.0,0.0,HOLD
HCLT,Monte Carlo,25,NEUTRAL,RSI_LOW,LOW_VOLATILITY,1,0.0,0.0,0.0,HOLD
HCLT,Monte Carlo,26,NEUTRAL,RSI_LOW,HIGH_VOLATILITY,0,0.0,0.0,0.0,HOLD
HCLT,Monte Carlo,27,NEUTRAL,RSI_LOW,HIGH_VOLATILITY,1,0.0,0.0,0.0,HOLD
HCLT,Monte Carlo,28,NEUTRAL,RSI_NORMAL,LOW_VOLATILITY,0,0.0,0.0,0.0,HOLD
HCLT,Monte Carlo,29,NEUTRAL,RSI_NORMAL,LOW_VOLATILITY,1,0.0,0.0,0.0,HOLD
HCLT,Monte Carlo,30,NEUTRAL,RSI_NORMAL,HIGH_VOLATILITY,0,0.0,0.0,0.0,HOLD
HCLT,Monte Carlo,31,NEUTRAL,RSI_NORMAL,HIGH_VOLATILITY,1,0.0,0.0,0.0,HOLD
HCLT,Monte Carlo,32,NEUTRAL,RSI_HIGH,LOW_VOLATILITY,0,0.0,0.0,0.0,HOLD
HCLT,Monte Carlo,33,NEUTRAL,RSI_HIGH,LOW_VOLATILITY,1,0.0,0.0,0.0,HOLD
HCLT,Monte Carlo,34,NEUTRAL,RSI_HIGH,HIGH_VOLATILITY,0,0.0,0.0,0.0,HOLD
HCLT,Monte Carlo,35,NEUTRAL,RSI_HIGH,HIGH_VOLATILITY,1,0.0,0.0,0.0,HOLD
