Company,Algorithm,State_ID,Trend,RSI,Volatility,Position,Value,Best_Action
EICH,Value Iteration,0,BULLISH,RSI_LOW,LOW_VOLATILITY,0,0.0,HOLD
EICH,Value Iteration,1,BULLISH,RSI_LOW,LOW_VOLATILITY,1,0.0,HOLD
EICH,Value Iteration,2,BULLISH,RSI_LOW,HIGH_VOLATILITY,0,0.0,HOLD
EICH,Value Iteration,3,BULLISH,RSI_LOW,HIGH_VOLATILITY,1,0.0,HOLD
EICH,Value Iteration,4,BULLISH,RSI_NORMAL,LOW_VOLATILITY,0,0.00035082700827918675,HOLD
EICH,Value Iteration,5,BULLISH,RSI_NORMAL,LOW_VOLATILITY,1,0.00032001523261904376,SELL
EICH,Value Iteration,6,BULLISH,RSI_NORMAL,HIGH_VOLATILITY,0,0.0003330647542804388,BUY
EICH,Value Iteration,7,BULLISH,RSI_NORMAL,HIGH_VOLATILITY,1,0.00035767261348963964,HOLD
EICH,Value Iteration,8,BULLISH,RSI_HIGH,LOW_VOLATILITY,0,0.000429091992498736,BUY
EICH,Value Iteration,9,BULLISH,RSI_HIGH,LOW_VOLATILITY,1,0.00047648593805625384,BUY
EICH,Value Iteration,10,BULLISH,RSI_HIGH,HIGH_VOLATILITY,0,0.00029410986013129147,BUY
EICH,Value Iteration,11,BULLISH,RSI_HIGH,HIGH_VOLATILITY,1,0.0003190191253485616,HOLD
EICH,Value Iteration,12,BEARISH,RSI_LOW,LOW_VOLATILITY,0,0.0008098903209957512,BUY
EICH,Value Iteration,13,BEARISH,RSI_LOW,LOW_VOLATILITY,1,0.0009389477161786034,BUY
EICH,Value Iteration,14,BEARISH,RSI_LOW,HIGH_VOLATILITY,0,0.0006581169082760008,BUY
EICH,Value Iteration,15,BEARISH,RSI_LOW,HIGH_VOLATILITY,1,0.0007262788709574222,BUY
EICH,Value Iteration,16,BEARISH,RSI_NORMAL,LOW_VOLATILITY,0,0.00042533960038991465,HOLD
EICH,Value Iteration,17,BEARISH,RSI_NORMAL,LOW_VOLATILITY,1,0.00045259155045751205,HOLD
EICH,Value Iteration,18,BEARISH,RSI_NORMAL,HIGH_VOLATILITY,0,0.00038176185458822445,BUY
EICH,Value Iteration,19,BEARISH,RSI_NORMAL,HIGH_VOLATILITY,1,0.0004044708841525216,HOLD
EICH,Value Iteration,20,BEARISH,RSI_HIGH,LOW_VOLATILITY,0,0.0,HOLD
EICH,Value Iteration,21,BEARISH,RSI_HIGH,LOW_VOLATILITY,1,0.0,HOLD
EICH,Value Iteration,22,BEARISH,RSI_HIGH,HIGH_VOLATILITY,0,0.0,HOLD
EICH,Value Iteration,23,BEARISH,RSI_HIGH,HIGH_VOLATILITY,1,0.0,HOLD
EICH,Value Iteration,24,NEUTRAL,RSI_LOW,LOW_VOLATILITY,0,0.0,HOLD
EICH,Value Iteration,25,NEUTRAL,RSI_LOW,LOW_VOLATILITY,1,0.0,HOLD
EICH,Value Iteration,26,NEUTRAL,RSI_LOW,HIGH_VOLATILITY,0,0.0,HOLD
EICH,Value Iteration,27,NEUTRAL,RSI_LOW,HIGH_VOLATILITY,1,0.0,HOLD
EICH,Value Iteration,28,NEUTRAL,RSI_NORMAL,LOW_VOLATILITY,0,0.0,HOLD
EICH,Value Iteration,29,NEUTRAL,RSI_NORMAL,LOW_VOLATILITY,1,0.0,HOLD
EICH,Value Iteration,30,NEUTRAL,RSI_NORMAL,HIGH_VOLATILITY,0,0.0,HOLD
EICH,Value Iteration,31,NEUTRAL,RSI_NORMAL,HIGH_VOLATILITY,1,0.0,HOLD
EICH,Value Iteration,32,NEUTRAL,RSI_HIGH,LOW_VOLATILITY,0,0.0,HOLD
EICH,Value Iteration,33,NEUTRAL,RSI_HIGH,LOW_VOLATILITY,1,0.0,HOLD
EICH,Value Iteration,34,NEUTRAL,RSI_HIGH,HIGH_VOLATILITY,0,0.0,HOLD
EICH,Value Iteration,35,NEUTRAL,RSI_HIGH,HIGH_VOLATILITY,1,0.0,HOLD
