Company,Algorithm,State_ID,Trend,RSI,Volatility,Position,Q_HOLD,Q_BUY,Q_SELL,Best_Action
REDY,SARSA,0,BULLISH,RSI_LOW,LOW_VOLATILITY,0,0.0,0.0,0.0,HOLD
REDY,SARSA,1,BULLISH,RSI_LOW,LOW_VOLATILITY,1,0.0,0.0,0.0,HOLD
REDY,SARSA,2,BULLISH,RSI_LOW,HIGH_VOLATILITY,0,0.0,0.0,0.0,HOLD
REDY,SARSA,3,BULLISH,RSI_LOW,HIGH_VOLATILITY,1,0.0,0.0,0.0,HOLD
REDY,SARSA,4,BULLISH,RSI_NORMAL,LOW_VOLATILITY,0,0.0005231029159122754,0.0006085527171652334,-0.0005157482158098707,BUY
REDY,SARSA,5,BULLISH,RSI_NORMAL,LOW_VOLATILITY,1,-1.3171332147017111e-05,-0.00015037670469719743,0.0016243089095109543,SELL
REDY,SARSA,6,BULLISH,RSI_NORMAL,HIGH_VOLATILITY,0,0.0005788715016687948,0.0007629679965460463,-0.0005419920970212534,BUY
REDY,SARSA,7,BULLISH,RSI_NORMAL,HIGH_VOLATILITY,1,0.000501029533293911,0.0012782744242688631,0.001749043774124398,SELL
REDY,SARSA,8,BULLISH,RSI_HIGH,LOW_VOLATILITY,0,0.0008645769308371034,0.0010476937066351865,4.423708542048191e-05,BUY
REDY,SARSA,9,BULLISH,RSI_HIGH,LOW_VOLATILITY,1,0.0012186359976280835,0.0053585278704443885,0.0026596776659707465,BUY
REDY,SARSA,10,BULLISH,RSI_HIGH,HIGH_VOLATILITY,0,0.0011843939089259934,0.001396461505965497,0.00017444985044403136,BUY
REDY,SARSA,11,BULLISH,RSI_HIGH,HIGH_VOLATILITY,1,0.0010428710961109299,0.0008586391713308866,0.0019909250144520617,SELL
REDY,SARSA,12,BEARISH,RSI_LOW,LOW_VOLATILITY,0,0.0010229525019837418,0.0012736307233412515,9.397599095131487e-07,BUY
REDY,SARSA,13,BEARISH,RSI_LOW,LOW_VOLATILITY,1,0.0031720352106173687,0.004166301858257029,0.0020613360107205395,BUY
REDY,SARSA,14,BEARISH,RSI_LOW,HIGH_VOLATILITY,0,0.0010747273658052237,0.0011526650533986384,2.4208145928129214e-06,BUY
REDY,SARSA,15,BEARISH,RSI_LOW,HIGH_VOLATILITY,1,0.0007094473356568708,0.00027444034786349683,0.0018187974432854553,SELL
REDY,SARSA,16,BEARISH,RSI_NORMAL,LOW_VOLATILITY,0,0.00024506217572446275,0.0006489574731548018,-0.0003933821392014399,BUY
REDY,SARSA,17,BEARISH,RSI_NORMAL,LOW_VOLATILITY,1,-0.0019152360656014293,-0.0017310285553026042,0.0016002088056974782,SELL
REDY,SARSA,18,BEARISH,RSI_NORMAL,HIGH_VOLATILITY,0,0.00030461674756971274,0.0003708648707173685,-0.0004714493592824186,BUY
REDY,SARSA,19,BEARISH,RSI_NORMAL,HIGH_VOLATILITY,1,0.00020723165515043303,0.0013046667826138534,0.00012297204392138796,BUY
REDY,SARSA,20,BEARISH,RSI_HIGH,LOW_VOLATILITY,0,0.0,0.0,0.0,HOLD
REDY,SARSA,21,BEARISH,RSI_HIGH,LOW_VOLATILITY,1,0.0,0.0,0.0,HOLD
REDY,SARSA,22,BEARISH,RSI_HIGH,HIGH_VOLATILITY,0,0.0,0.0,0.0,HOLD
REDY,SARSA,23,BEARISH,RSI_HIGH,HIGH_VOLATILITY,1,0.0,0.0,0.0,HOLD
REDY,SARSA,24,NEUTRAL,RSI_LOW,LOW_VOLATILITY,0,0.0,0.0,0.0,HOLD
REDY,SARSA,25,NEUTRAL,RSI_LOW,LOW_VOLATILITY,1,0.0,0.0,0.0,HOLD
REDY,SARSA,26,NEUTRAL,RSI_LOW,HIGH_VOLATILITY,0,0.0,0.0,0.0,HOLD
REDY,SARSA,27,NEUTRAL,RSI_LOW,HIGH_VOLATILITY,1,0.0,0.0,0.0,HOLD
REDY,SARSA,28,NEUTRAL,RSI_NORMAL,LOW_VOLATILITY,0,0.0,0.0,0.0,HOLD
REDY,SARSA,29,NEUTRAL,RSI_NORMAL,LOW_VOLATILITY,1,0.0,0.0,0.0,HOLD
REDY,SARSA,30,NEUTRAL,RSI_NORMAL,HIGH_VOLATILITY,0,0.0,0.0,0.0,HOLD
REDY,SARSA,31,NEUTRAL,RSI_NORMAL,HIGH_VOLATILITY,1,0.0,0.0,0.0,HOLD
REDY,SARSA,32,NEUTRAL,RSI_HIGH,LOW_VOLATILITY,0,0.0,0.0,0.0,HOLD
REDY,SARSA,33,NEUTRAL,RSI_HIGH,LOW_VOLATILITY,1,0.0,0.0,0.0,HOLD
REDY,SARSA,34,NEUTRAL,RSI_HIGH,HIGH_VOLATILITY,0,0.0,0.0,0.0,HOLD
REDY,SARSA,35,NEUTRAL,RSI_HIGH,HIGH_VOLATILITY,1,0.0,0.0,0.0,HOLD
