Company,Algorithm,State_ID,Trend,RSI,Volatility,Position,Value,Best_Action
TREN,Value Iteration,0,BULLISH,RSI_LOW,LOW_VOLATILITY,0,0.0,HOLD
TREN,Value Iteration,1,BULLISH,RSI_LOW,LOW_VOLATILITY,1,0.0,HOLD
TREN,Value Iteration,2,BULLISH,RSI_LOW,HIGH_VOLATILITY,0,0.0,HOLD
TREN,Value Iteration,3,BULLISH,RSI_LOW,HIGH_VOLATILITY,1,0.0,HOLD
TREN,Value Iteration,4,BULLISH,RSI_NORMAL,LOW_VOLATILITY,0,0.0007875930185858068,BUY
TREN,Value Iteration,5,BULLISH,RSI_NORMAL,LOW_VOLATILITY,1,0.0008220237579498055,BUY
TREN,Value Iteration,6,BULLISH,RSI_NORMAL,HIGH_VOLATILITY,0,0.00067763769599572,BUY
TREN,Value Iteration,7,BULLISH,RSI_NORMAL,HIGH_VOLATILITY,1,0.0006971719221410906,BUY
TREN,Value Iteration,8,BULLISH,RSI_HIGH,LOW_VOLATILITY,0,0.000643619512818044,HOLD
TREN,Value Iteration,9,BULLISH,RSI_HIGH,LOW_VOLATILITY,1,0.0006464646165882538,HOLD
TREN,Value Iteration,10,BULLISH,RSI_HIGH,HIGH_VOLATILITY,0,0.0007708342236177955,BUY
TREN,Value Iteration,11,BULLISH,RSI_HIGH,HIGH_VOLATILITY,1,0.0008106143534571012,BUY
TREN,Value Iteration,12,BEARISH,RSI_LOW,LOW_VOLATILITY,0,0.000629952373747867,HOLD
TREN,Value Iteration,13,BEARISH,RSI_LOW,LOW_VOLATILITY,1,0.000630566369545347,HOLD
TREN,Value Iteration,14,BEARISH,RSI_LOW,HIGH_VOLATILITY,0,0.0004948970664631735,HOLD
TREN,Value Iteration,15,BEARISH,RSI_LOW,HIGH_VOLATILITY,1,0.0004855727873014981,SELL
TREN,Value Iteration,16,BEARISH,RSI_NORMAL,LOW_VOLATILITY,0,0.000825513056900507,BUY
TREN,Value Iteration,17,BEARISH,RSI_NORMAL,LOW_VOLATILITY,1,0.0008672108722550055,BUY
TREN,Value Iteration,18,BEARISH,RSI_NORMAL,HIGH_VOLATILITY,0,0.0005482535139730468,HOLD
TREN,Value Iteration,19,BEARISH,RSI_NORMAL,HIGH_VOLATILITY,1,0.0005490083580876009,HOLD
TREN,Value Iteration,20,BEARISH,RSI_HIGH,LOW_VOLATILITY,0,0.0,HOLD
TREN,Value Iteration,21,BEARISH,RSI_HIGH,LOW_VOLATILITY,1,0.0,HOLD
TREN,Value Iteration,22,BEARISH,RSI_HIGH,HIGH_VOLATILITY,0,0.0,HOLD
TREN,Value Iteration,23,BEARISH,RSI_HIGH,HIGH_VOLATILITY,1,0.0,HOLD
TREN,Value Iteration,24,NEUTRAL,RSI_LOW,LOW_VOLATILITY,0,0.0,HOLD
TREN,Value Iteration,25,NEUTRAL,RSI_LOW,LOW_VOLATILITY,1,0.0,HOLD
TREN,Value Iteration,26,NEUTRAL,RSI_LOW,HIGH_VOLATILITY,0,0.0,HOLD
TREN,Value Iteration,27,NEUTRAL,RSI_LOW,HIGH_VOLATILITY,1,0.0,HOLD
TREN,Value Iteration,28,NEUTRAL,RSI_NORMAL,LOW_VOLATILITY,0,0.0,HOLD
TREN,Value Iteration,29,NEUTRAL,RSI_NORMAL,LOW_VOLATILITY,1,0.0,HOLD
TREN,Value Iteration,30,NEUTRAL,RSI_NORMAL,HIGH_VOLATILITY,0,0.0,HOLD
TREN,Value Iteration,31,NEUTRAL,RSI_NORMAL,HIGH_VOLATILITY,1,0.0,HOLD
TREN,Value Iteration,32,NEUTRAL,RSI_HIGH,LOW_VOLATILITY,0,0.0,HOLD
TREN,Value Iteration,33,NEUTRAL,RSI_HIGH,LOW_VOLATILITY,1,0.0,HOLD
TREN,Value Iteration,34,NEUTRAL,RSI_HIGH,HIGH_VOLATILITY,0,0.0,HOLD
TREN,Value Iteration,35,NEUTRAL,RSI_HIGH,HIGH_VOLATILITY,1,0.0,HOLD
