Company,Algorithm,State_ID,Trend,RSI,Volatility,Position,Value,Best_Action
NEST,Policy Iteration,0,BULLISH,RSI_LOW,LOW_VOLATILITY,0,0.0,HOLD
NEST,Policy Iteration,1,BULLISH,RSI_LOW,LOW_VOLATILITY,1,0.0,HOLD
NEST,Policy Iteration,2,BULLISH,RSI_LOW,HIGH_VOLATILITY,0,0.0,HOLD
NEST,Policy Iteration,3,BULLISH,RSI_LOW,HIGH_VOLATILITY,1,0.0,HOLD
NEST,Policy Iteration,4,BULLISH,RSI_NORMAL,LOW_VOLATILITY,0,4.8030211751893566e-05,HOLD
NEST,Policy Iteration,5,BULLISH,RSI_NORMAL,LOW_VOLATILITY,1,5.3957881125261253e-05,HOLD
NEST,Policy Iteration,6,BULLISH,RSI_NORMAL,HIGH_VOLATILITY,0,8.46029027935447e-05,BUY
NEST,Policy Iteration,7,BULLISH,RSI_NORMAL,HIGH_VOLATILITY,1,9.337245444651833e-05,BUY
NEST,Policy Iteration,8,BULLISH,RSI_HIGH,LOW_VOLATILITY,0,4.394340888222658e-05,HOLD
NEST,Policy Iteration,9,BULLISH,RSI_HIGH,LOW_VOLATILITY,1,4.1510343869781866e-05,HOLD
NEST,Policy Iteration,10,BULLISH,RSI_HIGH,HIGH_VOLATILITY,0,6.642952791636551e-05,HOLD
NEST,Policy Iteration,11,BULLISH,RSI_HIGH,HIGH_VOLATILITY,1,5.962873453180345e-05,SELL
NEST,Policy Iteration,12,BEARISH,RSI_LOW,LOW_VOLATILITY,0,9.245827579176101e-05,BUY
NEST,Policy Iteration,13,BEARISH,RSI_LOW,LOW_VOLATILITY,1,0.00010442854403433738,BUY
NEST,Policy Iteration,14,BEARISH,RSI_LOW,HIGH_VOLATILITY,0,6.251400988991905e-05,HOLD
NEST,Policy Iteration,15,BEARISH,RSI_LOW,HIGH_VOLATILITY,1,5.991692650427446e-05,HOLD
NEST,Policy Iteration,16,BEARISH,RSI_NORMAL,LOW_VOLATILITY,0,6.117705277130705e-05,BUY
NEST,Policy Iteration,17,BEARISH,RSI_NORMAL,LOW_VOLATILITY,1,6.867702995610446e-05,HOLD
NEST,Policy Iteration,18,BEARISH,RSI_NORMAL,HIGH_VOLATILITY,0,7.425029034478369e-05,BUY
NEST,Policy Iteration,19,BEARISH,RSI_NORMAL,HIGH_VOLATILITY,1,8.034959070157381e-05,HOLD
NEST,Policy Iteration,20,BEARISH,RSI_HIGH,LOW_VOLATILITY,0,0.0,HOLD
NEST,Policy Iteration,21,BEARISH,RSI_HIGH,LOW_VOLATILITY,1,0.0,HOLD
NEST,Policy Iteration,22,BEARISH,RSI_HIGH,HIGH_VOLATILITY,0,0.0,HOLD
NEST,Policy Iteration,23,BEARISH,RSI_HIGH,HIGH_VOLATILITY,1,0.0,HOLD
NEST,Policy Iteration,24,NEUTRAL,RSI_LOW,LOW_VOLATILITY,0,0.0,HOLD
NEST,Policy Iteration,25,NEUTRAL,RSI_LOW,LOW_VOLATILITY,1,0.0,HOLD
NEST,Policy Iteration,26,NEUTRAL,RSI_LOW,HIGH_VOLATILITY,0,0.0,HOLD
NEST,Policy Iteration,27,NEUTRAL,RSI_LOW,HIGH_VOLATILITY,1,0.0,HOLD
NEST,Policy Iteration,28,NEUTRAL,RSI_NORMAL,LOW_VOLATILITY,0,0.0,HOLD
NEST,Policy Iteration,29,NEUTRAL,RSI_NORMAL,LOW_VOLATILITY,1,0.0,HOLD
NEST,Policy Iteration,30,NEUTRAL,RSI_NORMAL,HIGH_VOLATILITY,0,0.0,HOLD
NEST,Policy Iteration,31,NEUTRAL,RSI_NORMAL,HIGH_VOLATILITY,1,0.0,HOLD
NEST,Policy Iteration,32,NEUTRAL,RSI_HIGH,LOW_VOLATILITY,0,0.0,HOLD
NEST,Policy Iteration,33,NEUTRAL,RSI_HIGH,LOW_VOLATILITY,1,0.0,HOLD
NEST,Policy Iteration,34,NEUTRAL,RSI_HIGH,HIGH_VOLATILITY,0,0.0,HOLD
NEST,Policy Iteration,35,NEUTRAL,RSI_HIGH,HIGH_VOLATILITY,1,0.0,HOLD
